Method_PR,field_number_PR,voucher_PR,collector_first_name_PR,collector_last_name_PR,collector_email_PR,project_name_PR,funding_PR,country_IG,department_IG,municipality_IG,vereda_IG,locality_IG,latitude_IG,longitud_IG,coordinates_source_IG,precision_IG,datum_IG,min_elevation_IG,max_elevation_IG,year_init_TI,month_init_TI,day_init_TI,year_end_TI,month_end_TI,day_end_TI,obs_TI,recorder_RE,rec_case_RE,rec_serial_RE,microphone_RE,mic_serial_RE,channels_RE,samp_rate_RE,filters_RE,gain_RE,power_source_RE,memory_card_RE,obs_RE,habitat_HA,rec_height_HA,season_HA,climatic_data_HA,obs_HA,field_number_PR
Pasivo,RZUC04b,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.54505,-73.4042325,Celular,Exacta,WGS84,,,2022,9,3,2022,9,14,"Mojada, dañada. Titilan ambos bombillos",AudioMoth 1.0.0,Ziploc bag,G0004,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,Dañada,"Reemplazada, Ubicada en interior de bosque.",1.5,,Temperature,,
Pasivo,RZUC05,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5414907,-73.4043366,Celular,Exacta,WGS84,,,2022,9,3,2022,9,14,Funcional,AudioMoth 1.2.0,Ziploc bag,G0036,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"Ubicada en bosque, cerca a cuerpo de agua y con barranco atrás.",1.5,,Temperature,,
Pasivo,RZUC06,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.537707,-73.4043351,Celular,Exacta,WGS84,,,2022,9,3,2022,9,13,Funcional,AudioMoth 1.2.0,Ziploc bag,G0037,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"Ubicada en bosque, apuntando a barranco no muy pronunciado.",1.5,,Temperature,,
Pasivo,RZUC07,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5340425,-73.4044158,Celular,Exacta,WGS84,,,2022,9,5,2022,9,13,Funcional,AudioMoth 1.2.0,Ziploc bag,G0072,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"Ubicada en borde, con barranco atrás.",1.5,,Temperature,,
Pasivo,RZUC08,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5306657,-73.404327,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,Funcional,AudioMoth 1.2.0,Ziploc bag,G0089,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"Potrero sin usar, hábitat en recuperación.",1.5,,Temperature,,
Pasivo,RZUC09,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5269262,-73.4042486,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,Funcional,AudioMoth 1.2.0,Ziploc bag,G0087,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,Ubicada en bosque.,1.5,,Temperature,,
Pasivo,RZUC10,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5234838,-73.4041044,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,"alumbra verde y rojo, alta, humeda",AudioMoth 1.2.0,Ziploc bag,G0035,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"Ubicada en bosque, en área con pequeño humedal, y cercana a claro",1.5,,Temperature,,
Pasivo,RZUC11,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5197399,-73.4044419,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,Funcional,AudioMoth 1.2.0,Ziploc bag,G0102,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"Ubicada en sabana en medio de parches de bosque, de espaldas a poniente",1.5,,,,
Pasivo,RZUC12,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.515825,-73.40463,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,Funcional,AudioMoth 1.2.0,Ziploc bag,G0048,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"Ubicada en bosque, dando espalda a barranco y tras barranco, presencia de claro.",1.5,,,,
Pasivo,RZUD01,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5557345,-73.4007442,Celular,Exacta,WGS84,,,2022,9,3,2022,9,11,Tildó al apagarse. Húmeda,AudioMoth 1.1.0,Ziploc bag,G0025,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,Bosque,1.5,,Temperature,,
Pasivo,RZUD02,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5526071,-73.400668,Celular,Exacta,WGS84,,,2022,9,3,2022,9,11,Funcional,AudioMoth 1.2.0,Ziploc bag,G0034,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,En sabana,1.5,,Temperature,,
Pasivo,RZUD03,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5484844,-73.400941,Celular,Exacta,WGS84,,,2022,9,3,2022,9,11,Funcional,AudioMoth 1.2.0,Ziploc bag,G0068,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"En parche, en borde y apuntando a sabana",1.5,,Temperature,,
Pasivo,RZUD04,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5449771,-73.4008138,Celular,Exacta,WGS84,,,2022,9,3,2022,9,13,Funcional,AudioMoth 1.1.0,Ziploc bag,G0026,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,Bosque,1.5,,Temperature,,
Pasivo,RZUD05,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5413791,-73.4013883,Celular,Exacta,WGS84,,,2022,9,3,2022,9,13,"Con agua adentro, dos leds prendidos",AudioMoth 1.2.0,Ziploc bag,G0062,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,Pastizal (en corredor de √°rboles ),1.5,,Temperature,,
Pasivo,RZUD06,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5341646,-73.4007694,Celular,Exacta,WGS84,,,2022,9,5,2022,9,13,Funcional,AudioMoth 1.2.0,Ziploc bag,G0059,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"Bosque, cercano a sabana y barranco.",1.5,,Temperature,,
Pasivo,RZUD07,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5341718,-73.4007314,Celular,Exacta,WGS84,,,2022,9,5,2022,9,12,Funcional,RZUD07,Ziploc bag,G0063,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"En bosque, cercana a sabana",1.5,,,,
Pasivo,RZUD08,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5303421,-73.4009072,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,Funcional,AudioMoth 1.1.0,Ziploc bag,G0021,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"En borde de bosque, apuntando a sabana",1.5,,Temperature,,
Pasivo,RZUD09,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5269333,-73.4008,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,Funcional,AudioMoth 1.2.0,Ziploc bag,G0084,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,Interior de bosque,1.5,,Temperature,,
Pasivo,RZUD10,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5231568,-73.400679,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,Funcional,AudioMoth 1.2.0,Ziploc bag,G0077,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"En parche, en borde y apuntando a sabana",1.5,,Temperature,,
Pasivo,RZUD11,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5199244,-73.4007633,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,perfectas condiciones alumbra verde. cuando llegue a la casa y ma saque de la bolsa SD salida ,AudioMoth 1.2.0,Ziploc bag,G0105,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"En parche, en borde y apuntando a sabana",1.5,,Temperature,,
Pasivo,RZUD12,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5160464,-73.4007745,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,Funcional,AudioMoth 1.2.0,Ziploc bag,G0043,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,Bosque - palmeras ,1.5,,Temperature,,
Pasivo,RZUD13,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5125133,-73.4008033,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,Funcional,AudioMoth 1.2.0,Ziploc bag,G0083,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"Al interior de fragmento, en borde. Cercano a sabana",1.5,,,,
Pasivo,RZUE01,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5561279,-73.3972735,Celular,Exacta,WGS84,,,2022,9,3,2022,9,11,Funcional,AudioMoth 1.0.0,Ziploc bag,G0011,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"En bosque, cercano a cuerpo de agua",1.5,,Temperature,,
Pasivo,RZUE02,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5522013,-73.3974511,Celular,Exacta,WGS84,,,2022,9,3,2022,9,11,Funcional,AudioMoth 1.1.0,Ziploc bag,G0016,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,En bosque,1.5,,Temperature,,
Pasivo,RZUE03,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5487094,-73.3972194,Celular,Exacta,WGS84,,,2022,9,3,2022,9,11,Funcional,AudioMoth 1.2.0,Ziploc bag,G0073,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,"En rama, en sabana.",1.5,,Temperature,,
Pasivo,RZUE04,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5449914,-73.3972399,Celular,Exacta,WGS84,,,2022,9,3,2022,9,13,Muy afectada por el agua,AudioMoth 1.2.0,Ziploc bag,G0040,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,En bosque,1.5,,Temperature,,
Pasivo,RZUE05,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5417191,-73.3970045,Celular,Exacta,WGS84,,,2022,9,3,2022,9,13,Funcinoal. Pilas al poniente,AudioMoth 1.0.0,Ziploc bag,G0013,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,Pastizal,1.5,,Temperature,,
Pasivo,RZUE06,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5376399,-73.3972562,Celular,Exacta,WGS84,,,2022,9,5,2022,9,13,Funcional,AudioMoth 1.2.0,Ziploc bag,G0090,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,Pastizal,1.5,,Temperature,,
Pasivo,RZUE07,,"Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","Juan M. Daza, Claudia V. Isaza, Jose D. Lopez, Victor M. Martinez, Carolina Paniagua, Edison Ramirez, Daniel A. Rodriguez, Camilo Sanchez","juanm.daza@udea.edu.co, victoria.isaza@udea.edu.co, jdavid.lopez@udea.edu.co","Conservacion Biologica utilizando Inteligencia Artificial, Programa 852",Minciencias-UdeA-ITM-IAVH,Colombia,Meta,San Martin,,Reserva Natural de la Sociedad Civil Rey Zamuro-Matarredonda,3.5342635,-73.3972241,Celular,Exacta,WGS84,,,2022,9,4,2022,9,12,"Parecía en perfectas condiciones, pero sus datos tuvieron que ser rescatados en Linux",AudioMoth 1.2.0,Ziploc bag,G0045,built_in,,Mono,192000,,Medium,Alkaline AA,32GB Sandisk Extreme,,En sabana,1.5,,Temperature,,
